id,scientific_name,chinese_name,type,concern,observed_on,time_observed_at,latitude,longitude,area,light_gradient
354181070,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T12:47:39,22.1591138333,113.56775,氹仔,中高光区
354185003,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T15:19:44,22.215035,113.545033,澳门半岛,高光区
354192489,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T15:41:53,22.1996086417,113.5513691884,澳门半岛,高光区
354195631,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T15:50:40,22.19902294,113.5529126,澳门半岛,高光区
354198918,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T15:58:48,22.1285466667,113.5740216667,路环,相对低光区
354198978,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T15:58:51,22.1285205609,113.5739532106,路环,相对低光区
354226473,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T13:34:00,22.1958916667,113.5494388889,澳门半岛,高光区
354233651,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T17:07:20,22.1183916667,113.5561616667,路环,相对低光区
354236602,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-25T00:00:00,,22.1242197833,113.5712048784,路环,相对低光区
354239698,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T11:16:31,22.1622555,113.547205,氹仔,中高光区
354255239,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T18:05:55,22.1900160447,113.54767461,澳门半岛,高光区
354264512,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T16:36:41,22.2004795363,113.5513275522,澳门半岛,高光区
354264928,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T16:38:42,22.2007204654,113.5513957373,澳门半岛,高光区
354279476,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T16:35:14,22.2067753495,113.5488530759,澳门半岛,高光区
354279482,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T16:35:02,22.2065383139,113.5487803215,澳门半岛,高光区
354287902,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-26T00:00:00,2026-04-26T19:16:34,22.1540128,113.5604654,氹仔,中高光区
354295926,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-26T00:00:00,2026-04-26T19:33:00,22.124345107,113.5715911345,路环,相对低光区
354295929,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-26T00:00:00,2026-04-26T19:32:57,22.1243269785,113.5715921252,路环,相对低光区
354295982,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-26T00:00:00,2026-04-26T19:33:07,22.1243649675,113.5715962296,路环,相对低光区
354296205,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-26T00:00:00,2026-04-26T19:33:02,22.1241537,113.5711282,路环,相对低光区
354296481,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-26T00:00:00,2026-04-26T19:34:05,22.1243643807,113.5715598521,路环,相对低光区
354296487,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-26T00:00:00,2026-04-26T19:34:05,22.1243564988,113.5716060481,路环,相对低光区
354296568,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-26T00:00:00,2026-04-26T19:34:18,22.1220056733,113.5697151294,路环,相对低光区
354301072,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T16:03:39,22.1967916667,113.5495083333,澳门半岛,高光区
354328771,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-26T00:00:00,2026-04-26T20:34:35,22.1261594399,113.5713562159,路环,相对低光区
354340770,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T14:27:43,22.1588195,113.5694416667,氹仔,中高光区
354348066,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T16:53:42,22.1594752619,113.5717517575,氹仔,中高光区
354373644,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-26T00:00:00,2026-04-26T15:39:35,22.1332278333,113.5677333333,路环,相对低光区
354374488,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T15:44:15,22.134225,113.567795,路环,相对低光区
354379124,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-26T00:00:00,2026-04-26T16:00:29,22.1353638333,113.5680383333,路氹城,中高光区
354382680,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T11:10:14,22.1532888333,113.5595466667,氹仔,中高光区
354386144,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T14:46:49,22.2166283333,113.5456716667,澳门半岛,高光区
354416243,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T13:18:50,22.1560833333,113.5599444444,氹仔,中高光区
354417139,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T15:54:00,22.20321,113.5518,澳门半岛,高光区
354431278,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T09:23:37,22.2004749011,113.54792241,澳门半岛,高光区
354495553,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,,22.1519306553,113.5608941317,氹仔,中高光区
354525682,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T16:49:49,22.1528320199,113.5596284421,氹仔,中高光区
354851448,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-24T00:00:00,2026-04-24T11:51:53,22.1970716667,113.5498883333,澳门半岛,高光区
354864929,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T07:53:28,22.1984283333,113.55613,澳门半岛,高光区
354955305,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T10:17:18,22.1336775286,113.5776696283,路环,相对低光区
354957930,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T10:22:09,22.1341696763,113.578123162,路环,相对低光区
354965979,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T06:45:58,22.1997466667,113.5521616667,澳门半岛,高光区
355039870,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-26T00:00:00,2026-04-26T16:01:29,22.122584243,113.5653206373,路环,相对低光区
355052454,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-26T00:00:00,2026-04-26T20:45:23,22.1259628013,113.5591111332,路环,相对低光区
355060789,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-27T00:00:00,2026-04-27T13:29:00,22.1264956915,113.5582557362,路环,相对低光区
355076612,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-27T00:00:00,2026-04-27T14:13:58,22.1879204956,113.5517064573,澳门半岛,高光区
355095033,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T13:17:59,22.135125,113.5763633333,路环,相对低光区
355119863,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T15:56:25,22.1191902685,113.5697693764,路环,相对低光区
355132660,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T14:27:27,22.1588440915,113.5672744364,氹仔,中高光区
355157902,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T17:04:15,22.1266358173,113.5579495778,路环,相对低光区
355170794,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T14:22:01,22.1249477612,113.5561762099,路环,相对低光区
355170865,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T17:22:10,22.2011638889,113.5514583333,澳门半岛,高光区
355172946,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T17:31:46,22.2083895129,113.5512486909,澳门半岛,高光区
355173472,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T17:31:30,22.2167127903,113.5455607498,澳门半岛,高光区
355175938,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T17:23:29,22.1959273558,113.5494094402,澳门半岛,高光区
355189531,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T18:03:50,22.2167028627,113.5467209202,澳门半岛,高光区
355189563,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T18:03:38,22.216439,113.546752,澳门半岛,高光区
355195148,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T17:37:51,22.1965879483,113.5509434108,澳门半岛,高光区
355197021,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T17:50:19,22.1247721667,113.5704416667,路环,相对低光区
355197849,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T17:36:38,22.1999321653,113.5502146212,澳门半岛,高光区
355213824,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T18:07:07,22.1963888208,113.5497220606,澳门半岛,高光区
355230234,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-27T00:00:00,2026-04-27T19:23:53,22.1951,113.5494083333,澳门半岛,高光区
355231146,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T11:28:17,22.1340833333,113.5764583333,路环,相对低光区
355237879,Solenopsis invicta,红火蚁,入侵昆虫,高,2026-04-27T00:00:00,2026-04-27T18:36:23,22.1641777778,113.5403111111,氹仔,中高光区
355251071,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T17:33:55,22.2040951118,113.5526809505,澳门半岛,高光区
355257705,Solenopsis invicta,红火蚁,入侵昆虫,高,2026-04-27T00:00:00,2026-04-27T13:23:34,22.2164928147,113.5441666284,澳门半岛,高光区
355284523,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T17:42:17,22.1631234405,113.5515796213,氹仔,中高光区
355287861,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T17:45:53,22.2165412903,113.5436096189,澳门半岛,高光区
355303306,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T18:54:58,22.1990418269,113.5513276188,澳门半岛,高光区
355335932,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T17:06:08,22.1950864873,113.5492653318,澳门半岛,高光区
355356014,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T09:31:09,22.1634611667,113.5491466667,氹仔,中高光区
355365060,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-25T00:00:00,2026-04-25T16:04:24,22.1258314234,113.5556383431,路环,相对低光区
355395394,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-27T00:00:00,2026-04-27T22:51:57,22.130472401,113.5469122533,横琴澳大校区,补充样本
355435076,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T08:19:20,22.197382629,113.5508738595,澳门半岛,高光区
355454131,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-27T00:00:00,2026-04-27T10:00:00,22.1341242137,113.5767538267,路环,相对低光区
356047360,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T14:46:10,22.1962966667,113.5495916667,澳门半岛,高光区
356552200,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T15:12:54,22.1523818525,113.5591838881,氹仔,中高光区
356786441,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-25T00:00:00,2026-04-25T03:00:00,22.1974255675,113.5501865753,澳门半岛,高光区
357394506,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-24T00:00:00,2026-04-24T01:37:00,22.1237919326,113.5640067765,路环,相对低光区
357462118,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-24T00:00:00,2026-04-24T17:32:00,22.1997333333,113.5515833333,澳门半岛,高光区
358018623,Eleutherodactylus planirostris,温室蟾,外来两栖类,中,2026-04-25T00:00:00,2026-04-25T21:18:00,22.1221207467,113.5569575119,路环,相对低光区
358023167,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-25T00:00:00,2026-04-25T23:46:00,22.1238694055,113.5656669312,路环,相对低光区
358170264,Anoplolepis gracilipes,长足捷蚁,入侵昆虫,高,2026-04-27T00:00:00,2026-04-27T11:27:04,22.1337833333,113.57785,路环,相对低光区
358631019,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T15:53:20,22.2045466667,113.5519716667,澳门半岛,高光区
360186946,Sphagneticola trilobata,南美蟛蜞菊,入侵植物,高,2026-04-26T00:00:00,2026-04-26T09:30:53,22.1634445,113.5491416667,氹仔,中高光区
